time,stage_id,disturbance_N_profile,theta_ref_rad,x_ref_m_profile,theta_rad,x_m,force_cmd_N
0.0,stage1,0.0,0.0,0.0,0.12,0.0,0.0
0.01,stage1,0.0,0.0,0.0,0.11971895511072737,2.32519827610382e-05,0.0
0.02,stage1,0.0,0.0,0.0,0.11915487048415851,6.97918964762679e-05,0.06745077342543064
0.03,stage1,0.0,0.0,0.0,0.11830638446191322,0.0001396048458853741,0.1893409291168715
0.04,stage1,0.0,0.0,0.0,0.11717277791804391,0.00023262457313394678,0.35510938863236896
0.05,stage1,0.0,0.0,0.0,0.11575398243566366,0.0003487329832996825,0.5561530814345288
0.06,stage1,0.0,0.0,0.0,0.11405058728457157,0.00048775971718803513,0.7854333809188822
0.07,stage1,0.0,0.0,0.0,0.11206384516430622,0.0006494817753830565,1.0371615409972097
0.08,stage1,0.0,0.0,0.0,0.1097956766743778,0.0008336231989225101,1.3065473416614513
0.09,stage1,0.0,0.0,0.0,0.10724867347090308,0.0010398548133182528,1.5895983109119807
0.1,stage1,0.0,0.0,0.0,0.10442610006660619,0.0012677940439307545,1.8829594175635176
0.11,stage1,0.0,0.0,0.0,0.10133189422926318,0.0015170048118975199,2.18378515108207
0.12,stage1,0.0,0.0,0.0,0.0979706659322728,0.0017869975208762423,2.4896375218279756
0.13,stage1,0.0,0.0,0.0,0.09434769481023879,0.002077229145762694,2.798404808740075
0.14,stage1,0.0,0.0,0.0,0.09046892607235837,0.002387103435250051,3.1082369162802217
0.15,stage1,0.0,0.0,0.0,0.08634096482712302,0.0027159712405820493,3.417494030115474
0.16,stage1,0.0,0.0,0.0,0.08197106877344382,0.003063130983091498,3.724705922948867
0.17,stage1,0.0,0.0,0.0,0.07736713921589002,0.0034278292730862757,4.0285397912421015
0.18,stage1,0.0,0.0,0.0,0.07253771036533713,0.003809261692329545,4.327774926806592
0.19,stage1,0.0,0.0,0.0,0.06749193689100613,0.004206573751747064,4.621282865577968
0.2,stage1,0.0,0.0,0.0,0.062239579695659686,0.00461886203507576,4.908011926301813
0.21,stage1,0.0,0.0,0.0,0.05679098989260549,0.005045175537944103,5.186975267924597
0.22,stage1,0.0,0.0,0.0,0.051157090971117314,0.005484517210353194,5.457241767072686
0.23,stage1,0.0,0.0,0.0,0.04534935914586869,0.005935845708722212,5.717929154815309
0.24,stage1,0.0,0.0,0.0,0.03937980189590405,0.006398077361594905,5.968198961911914
0.25,stage1,0.0,0.0,0.0,0.03326093470944185,0.006870088350804357,6.2072529095210465
0.26,stage1,0.0,0.0,0.0,0.02700575606227945,0.007350717107398271,6.434330452367764
0.27,stage1,0.0,0.0,0.0,0.020627720669590864,0.007838766918979924,6.648707237213185
0.28,stage1,0.0,0.0,0.0,0.01414071106329521,0.008333008742370375,6.849694284015808
0.29,stage1,0.0,0.0,0.0,0.007559007559722017,0.008832184212700451,7.036637732723601
0.3,stage1,0.0,0.0,0.0,0.0008972566947927666,0.009335008837255028,7.208919027036454
0.31,stage1,0.0,0.0,0.0,-0.005829561783850649,0.009840175359678528,7.365955429212182
0.32,stage1,0.0,0.0,0.0,-0.01260616926664607,0.010346357277571725,7.507200778244164
0.33,stage1,0.0,0.0,0.0,-0.019417023861765078,0.01085221249412689,7.632146418466231
0.34,stage1,0.0,0.0,0.0,-0.026246357082566465,0.011356387082320462,7.7403222376015455
0.35,stage1,0.0,0.0,0.0,-0.03307821151199029,0.011857519138363847,7.831297763073567
0.36,stage1,0.0,0.0,0.0,-0.03989647930559209,0.012354242699652556,7.904683273520578
0.37,stage1,0.0,0.0,0.0,-0.046684941388995996,0.0128451917013923,7.960130889280895
0.38,stage1,0.0,0.0,0.0,-0.053427307201274435,0.013329003945450169,7.997335611441652
0.39,stage1,0.0,0.0,0.0,-0.06010725483322732,0.013804325054801145,8.016036284100144
0.4,stage1,0.0,0.0,0.0,-0.06670847140878844,0.014269812387226308,8.016016458948805
0.41,stage1,0.0,0.0,0.0,-0.07321469355883782,0.014724138882668504,7.99710514529371
0.42,stage1,0.0,0.0,0.0,-0.0796097478395133,0.015165996819852532,7.959177432246826
0.43,stage1,0.0,0.0,0.0,-0.08587759095161626,0.015594101459406689,7.902154973159575
0.44,stage1,0.0,0.0,0.0,-0.09200234962378442,0.016007194552747798,7.826006325432369
0.45,stage1,0.0,0.0,0.0,-0.09796836002960468,0.0164040476983691,7.730747141666252
0.46,stage1,0.0,0.0,0.0,-0.10376020661758519,0.01678346552984837,7.616440210729863
0.47,stage1,0.0,0.0,0.0,-0.10936276024268847,0.017144288722814014,7.483195349699211
0.48,stage1,0.0,0.0,0.0,-0.11476121549872247,0.01748539681120585,7.331169149784164
0.49,stage1,0.0,0.0,0.0,-0.11994112716205199,0.017805710806377797,7.160564581275488
0.5,stage1,0.0,0.0,0.0,-0.12488844566858673,0.01810419561584265,6.971630464219474
0.51,stage1,0.0,0.0,0.0,-0.12958955155757151,0.01837986226168542,6.764660812943915
0.52,stage1,0.0,0.0,0.0,-0.1340312888271132,0.018631769901803926,6.539994063711478
0.53,stage1,0.0,0.0,0.0,-0.13820099715739328,0.018859027660109072,6.29801219565919
0.54,stage1,0.0,0.0,0.0,-0.14208654296792086,0.019060796274572092,6.039139755794569
0.55,stage1,0.0,0.0,0.0,-0.14567634928478432,0.019236289574488002,5.763842799162272
0.56,stage1,0.0,0.0,0.0,-0.14895942440248597,0.019384775800484907,5.472627755377047
0.57,stage1,0.0,0.0,0.0,-0.1519253893324482,0.019505578782606833,5.166040232550038
0.58,stage1,0.0,0.0,0.0,-0.1545645040365401,0.019598078993199836,4.8446637692309755
0.59,stage1,0.0,0.0,0.0,-0.1568676924488965,0.019661714492311407,4.509118544366833
0.6,stage1,0.0,0.0,0.0,-0.15882656629282496,0.01969598178385391,4.160060054459004
0.61,stage1,0.0,0.0,0.0,-0.16043344770167603,0.019700436600873793,3.7981777661100313
0.62,stage1,0.0,0.0,0.0,-0.16168139065318365,0.019674694637907327,3.424193751012282
0.63,stage1,0.0,0.0,0.0,-0.16256420122597262,0.01961843224759559,3.0388613091716525
0.64,stage1,0.0,0.0,0.0,-0.16307645668472098,0.019531387117488464,2.6429635848066737
0.65,stage1,0.0,0.0,0.0,-0.163213523396914,0.019413358941308464,2.2373121779449447
0.66,stage1,0.0,0.0,0.0,-0.1629715735793171,0.019264210096895676,1.7898497423559554
0.67,stage1,0.0,0.0,0.0,-0.16234760086632857,0.019083866340646363,1.431879793884764
0.68,stage1,0.0,0.0,0.0,-0.16133943468537207,0.018872317525527347,0.9957503839905615
0.69,stage1,0.0,0.0,0.0,-0.1599457534165936,0.018629618346739117,0.5546404237628915
0.7,stage1,0.0,0.0,0.0,-0.158166096305497,0.018355889115861085,0.10922883450347354
0.71,stage1,0.0,0.0,0.0,-0.1560008740879633,0.01805131656089613,-0.33973463906040247
0.72,stage1,0.0,0.0,0.0,-0.15345137827754338,0.017716154646096806,-0.7914410434564123
0.73,stage1,0.0,0.0,0.0,-0.1505197890552051,0.017350725401865802,-1.245031829265908
0.74,stage1,0.0,0.0,0.0,-0.14720918169207545,0.016955419751445384,-1.6996068767739079
0.75,stage1,0.0,0.0,0.0,-0.1435235314263905,0.016530698317616128,-2.1542312685702445
0.76,stage1,0.0,0.0,0.0,-0.13946771670710179,0.016077092189288402,-2.6079410786205868
0.77,stage1,0.0,0.0,0.0,-0.13504752070865028,0.015595203624767762,-3.059748395525759
0.78,stage1,0.0,0.0,0.0,-0.13026963101458056,0.015085706665685483,-3.508645756048967
0.79,stage1,0.0,0.0,0.0,-0.12514163736220113,0.014549347633186483,-3.9536101314159042
0.8,stage1,0.0,0.0,0.0,-0.11967202733667333,0.013986945476035274,-4.393606581703781
0.81,stage1,0.0,0.0,0.0,-0.11387017990099474,0.013399391938910266,-4.827591671489696
0.82,stage1,0.0,0.0,0.0,-0.10774635664858168,0.012787651518375815,-5.254516721754613
0.83,stage1,0.0,0.0,0.0,-0.10131169066777133,0.012152761173910936,-5.6733309579828415
0.84,stage1,0.0,0.0,0.0,-0.09457817291275292,0.011495829761984494,-6.082984601780753
0.85,stage1,0.0,0.0,0.0,-0.08755863598334075,0.01081803716253734,-6.482431942629023
0.86,stage1,0.0,0.0,0.0,-0.08026673522672864,0.010120633069386504,-6.870634417162137
0.87,stage1,0.0,0.0,0.0,-0.07271692708794025,0.009404935419011022,-7.246563715316617
0.88,stage1,0.0,0.0,0.0,-0.06492444465209035,0.008672328435901003,-7.609204925562504
0.89,stage1,0.0,0.0,0.0,-0.05690527034068314,0.007924260277116818,-7.957559725053977
0.9,stage1,0.0,0.0,0.0,-0.04867610574580891,0.007162240263858059,-8.29064961478091
0.91,stage1,0.0,0.0,0.0,-0.040254338609983245,0.006387835693603313,-8.607519194594541
0.92,stage1,0.0,0.0,0.0,-0.03165800698514625,0.005602668232650752,-8.90723946827379
0.93,stage1,0.0,0.0,0.0,-0.02290576063156483,0.004808409895543999,-9.188911164579908
0.94,stage1,0.0,0.0,0.0,-0.014016819745547221,0.004006778624766562,-9.451668056523463
